,F1_name,F1_value,F2_name,F2_value,F3_name,F3_value,F4_name,F4_value,F5_name,F5_value,label,code,title,url
0,부러운,6.326292869403884,미,6.326292869403884,감소,6.045245872903275,점유,5.845839855485682,율,5.845839855485682,1,005930,韓반도체 점유율 10년만에 감소…미중 정부 지원 부러운 삼성,https://finance.naver.com/item/news_read.nhn?article_id=0004425058&office_id=008&code=005930&page=16&sm=
0,주부,6.806745883322085,멘토,6.806745883322085,달았다,6.806745883322085,50,6.806745883322085,날개,5.845839855485682,1,005930,삼성 멘토에…50대주부 스타트업 날개달았다,https://finance.naver.com/item/news_read.nhn?article_id=0004597425&office_id=009&code=005930&page=6&sm=
0,인증,4.696443739462603,매립,4.449215507695094,제로,4.303848312939339,폐기물,4.254070033475188,반도체,3.6800563344779036,1,005930,"삼성, 반도체 폐기물 매립 제로 인증",https://finance.naver.com/item/news_read.nhn?article_id=0004441953&office_id=014&code=005930&page=25&sm=
0,으로,7.144042525219462,어려워,6.806745883322085,단정,6.806745883322085,하기,6.326292869403884,말,5.564792858985074,1,003620,"은성수 “쌍용차 기안기금으로 지원, 단정적으로 말하기 어려워”",https://finance.naver.com/item/news_read.nhn?article_id=0003753635&office_id=011&code=003620&page=3&sm=
0,대규모,6.806745883322085,70만원,6.806745883322085,의약품,5.457943749881411,수주,5.283745862484467,돌파,4.603886831148672,-1,207940,"[특징주]삼성바이오로직스, 대규모 의약품 수주에 70만원 돌파 '신고가...",https://finance.naver.com/item/news_read.nhn?article_id=0004661381&office_id=018&code=207940&page=3&sm=
0,구간,6.326292869403884,역,6.045245872903275,10%,5.564792858985074,모나미,5.028858467918577,배열,4.603886831148672,1,005360,"'모나미' 10% 이상 상승, 주가 상승세, 단기 이평선 역배열 구간",https://finance.naver.com/item/news_read.nhn?article_id=0004363645&office_id=015&code=005360&page=1&sm=
0,사장,6.695085654866674,부위,6.045245872903275,원,5.845839855485682,내,5.691168532032104,선임,4.929668521613295,1,005930,"삼성 준법감시위, 이인용 사장 후임 내부위원에 성인희 사장 선임",https://finance.naver.com/item/news_read.nhn?article_id=0004696731&office_id=277&code=005930&page=25&sm=
0,투입,6.326292869403884,스마트,6.045245872903275,하자,5.845839855485682,73%,5.457943749881411,솔젠트,5.144651535703873,-1,005930,"솔젠트, 삼성 스마트공장 전문가 투입하자 '생산성' 73% ↑",https://finance.naver.com/item/news_read.nhn?article_id=0004440756&office_id=014&code=005930&page=30&sm=
0,고급,6.045245872903275,고장,5.564792858985074,본,5.283745862484467,호평,4.696443739462603,영국,4.633386907888778,-1,005930,"삼성 제트, 고급청소기 본고장 영국서 호평",https://finance.naver.com/item/news_read.nhn?article_id=0004596342&office_id=009&code=005930&page=9&sm=
0,획득,5.845839855485682,전,4.819462325669616,인증,4.696443739462603,매립,4.449215507695094,제로,4.303848312939339,1,005930,"삼성전자, 반도체 전사업장 '폐기물 매립 제로' 인증 획득",https://finance.naver.com/item/news_read.nhn?article_id=0004358372&office_id=015&code=005930&page=24&sm=
0,백신,5.845839855485682,착수,5.691168532032104,셀트리온,5.2363541279894275,램,5.210715518113902,헬,5.144651535703873,1,068270,코로나19 백신 ‘램시마’ 임상 착수에...셀트리온·셀트리온헬스케어 ...,https://finance.naver.com/item/news_read.nhn?article_id=0001685109&office_id=016&code=068270&page=6&sm=
0,선보여,6.326292869403884,자산운용,4.765816306582063,MAN,4.603886831148672,밸런스,4.548405454000376,펀드,4.4264873344542774,-1,005930,삼성자산운용 '삼성 MAN 투자밸런스 펀드' 선보여,https://finance.naver.com/item/news_read.nhn?article_id=0004695836&office_id=277&code=005930&page=29&sm=
0,중,6.045245872903275,장,5.365386841567481,최고,4.884933827649279,직스,4.342366398591431,경신,4.3228398346480645,1,207940,[특징주] 삼성바이오로직스 장중 최고가 경신,https://finance.naver.com/item/news_read.nhn?article_id=0003753396&office_id=011&code=207940&page=2&sm=
0,86만원,6.806745883322085,돌파,4.603886831148672,직스,4.342366398591431,경신,4.3228398346480645,52,4.067952440082175,1,207940,"삼성바이오로직스, 52주 신고가 경신…86만원 돌파",https://finance.naver.com/item/news_read.nhn?article_id=0004424746&office_id=008&code=207940&page=2&sm=
0,직후,6.806745883322085,장난,6.806745883322085,인가,6.806745883322085,요,6.806745883322085,복직,6.806745883322085,1,003620,운명의 장난인가...쌍용차 복직 직후 날아든 産銀의 요구안,https://finance.naver.com/item/news_read.nhn?article_id=0003755181&office_id=011&code=003620&page=2&sm=
0,모나미,5.028858467918577,중기,4.664198521785671,정,4.664198521785671,배열,4.603886831148672,이평,4.575591180742124,1,005360,"'모나미' 5% 이상 상승, 단기·중기 이평선 정배열로 상승세",https://finance.naver.com/item/news_read.nhn?article_id=0004360331&office_id=015&code=005360&page=1&sm=
0,활동,6.806745883322085,MDAG,6.806745883322085,세대,6.326292869403884,출,6.045245872903275,라운드,6.045245872903275,1,035720,"카카오 그라운드X, 2030세대 디지털 자산 활동 그룹 `MDAG` 출...",https://finance.naver.com/item/news_read.nhn?article_id=0004593236&office_id=009&code=035720&page=4&sm=
0,질병,6.806745883322085,백혈병,6.806745883322085,400,6.806745883322085,접수,6.326292869403884,사내,6.326292869403884,-1,005930,"삼성전자, 백혈병 등 사내 질병 피해 400건 접수...총 142억원 ...",https://finance.naver.com/item/news_read.nhn?article_id=0004442486&office_id=014&code=005930&page=21&sm=
0,않는,6.045245872903275,멈추지,6.045245872903275,겨눈,6.045245872903275,'..,5.845839855485682,굴기,5.691168532032104,-1,005930,멈추지 않는 中 '시스템반도체 굴기'.. 삼성의 '미래비전' 겨눈다,https://finance.naver.com/item/news_read.nhn?article_id=0003753915&office_id=011&code=005930&page=14&sm=
0,무리수,6.045245872903275,멈춰,6.045245872903275,날려,5.845839855485682,골든타임,5.845839855485682,檢,5.564792858985074,-1,005930,"""檢 무리수에 골든타임 또 날려"" 삼성의 멈춰선 2주",https://finance.naver.com/item/news_read.nhn?article_id=0004422470&office_id=008&code=005930&page=33&sm=
0,만성,6.806745883322085,당뇨,6.806745883322085,진출,6.326292869403884,인,6.045245872903275,질환,5.845839855485682,1,068270,"셀트리온, 당뇨 등 만성질환 치료제 진출···다케다지역 아태 사업 인...",https://finance.naver.com/item/news_read.nhn?article_id=0003752365&office_id=011&code=068270&page=6&sm=
0,폐기물,6.742541478499768,재활용,5.845839855485682,98%,5.691168532032104,全,5.210715518113902,매립,4.449215507695094,1,005930,"반도체 폐기물, 삼성은 98% 재활용…全사업장 '폐기물 매립 제로' ...",https://finance.naver.com/item/news_read.nhn?article_id=0004696394&office_id=277&code=005930&page=27&sm=
0,`,5.895484840424852,포인트,5.240097769796005,코스피,4.97749073596321,매도,4.97749073596321,주간,4.884933827649279,1,005930,[마켓포인트]코스피 기관 주간 순매도 1위 `삼성전자`,https://finance.naver.com/item/news_read.nhn?article_id=0004663871&office_id=018&code=005930&page=20&sm=
0,합류,6.806745883322085,프로젝트,6.806745883322085,위메이드,6.806745883322085,만든,6.806745883322085,체인,5.691168532032104,1,035420,"네이버, 위메이드가 만든 블록체인 프로젝트에 합류한다",https://finance.naver.com/item/news_read.nhn?article_id=0004592425&office_id=009&code=035420&page=5&sm=
0,울림,6.045245872903275,어느,6.045245872903275,삐끗,6.045245872903275,망한다,6.045245872903275,때,6.045245872903275,-1,005930,"""1등도 삐끗하면 망한다""... 어느 때보다 울림 큰 '삼성 위기론'",https://finance.naver.com/item/news_read.nhn?article_id=0003751150&office_id=011&code=005930&page=32&sm=
0,왔다,6.806745883322085,30만원,6.806745883322085,약세,5.564792858985074,에도,4.633386907888778,다,4.232693875479826,1,068270,약세장에도 신고가..셀트리온 30만원 다왔다,https://finance.naver.com/item/news_read.nhn?article_id=0004424129&office_id=008&code=068270&page=4&sm=
0,로그인,6.045245872903275,SSD,6.045245872903275,게임,5.386956369960832,시장,4.339009311751416,하이닉스,4.232693875479826,1,005930,"삼성·하이닉스 SSD, 게임시장 '로그인'",https://finance.naver.com/item/news_read.nhn?article_id=0004700322&office_id=277&code=005930&page=7&sm=
0,셀트리온,5.2363541279894275,헬,5.144651535703873,어,5.144651535703873,스케,5.144651535703873,소식,4.730262504195701,1,068270,셀트리온·셀트리온헬스케어 코로나19 임상 소식에 신고가,https://finance.naver.com/item/news_read.nhn?article_id=0001685027&office_id=016&code=068270&page=6&sm=
0,11일,6.045245872903275,공시,5.283745862484467,유가,5.210715518113902,),4.548405454000376,기업,4.292975520130837,-1,051910,[유가증권 기업공시] (11일) LG화학 등,https://finance.naver.com/item/news_read.nhn?article_id=0004358949&office_id=015&code=051910&page=4&sm=
0,선점,6.045245872903275,먹거리,6.045245872903275,체인,5.691168532032104,블록,5.691168532032104,IT,5.691168532032104,1,005930,"삼성-LG-SK 대형 IT서비스, 미래 먹거리 블록체인 선점 경쟁",https://finance.naver.com/item/news_read.nhn?article_id=0004441306&office_id=014&code=005930&page=27&sm=
0,화관,6.326292869403884,비용,6.326292869403884,아닌,6.045245872903275,법,6.045245872903275,?…,5.845839855485682,1,005930,"환경, 비용 아닌 투자?…삼성 폐기물 관리·SK 화관법 준비",https://finance.naver.com/item/news_read.nhn?article_id=0004697588&office_id=277&code=005930&page=20&sm=
0,팔,6.326292869403884,스튜디오,6.045245872903275,드래곤,6.045245872903275,집중,5.144651535703873,고수,4.929668521613295,1,035720,[주식 초고수는 지금]부광약품·카카오 집중 매수...스튜디오드래곤 ‘팔...,https://finance.naver.com/item/news_read.nhn?article_id=0003751382&office_id=011&code=035720&page=4&sm=
0,본능,6.806745883322085,활짝,6.326292869403884,스,6.326292869403884,리더,6.326292869403884,클럽,6.045245872903275,-1,034730,[줌인리더스클럽] 바이오·제약 결실…SK(주) ‘투자본능’ 활짝,https://finance.naver.com/item/news_read.nhn?article_id=0001688097&office_id=016&code=034730&page=1&sm=
0,트,6.326292869403884,룩,6.326292869403884,학회,6.045245872903275,건,6.045245872903275,유럽,5.691168532032104,-1,068270,"셀트리온그룹, 유럽 학회서 '트룩시마' 임상 2건 발표",https://finance.naver.com/item/news_read.nhn?article_id=0004698245&office_id=277&code=068270&page=3&sm=
0,6.09%,6.806745883322085,활발,6.045245872903275,커뮤니티,6.045245872903275,.,6.045245872903275,직스,4.342366398591431,1,207940,"삼성바이오로직스, 커뮤니티 활발... 주가 6.09%.",https://finance.naver.com/item/news_read.nhn?article_id=0004698458&office_id=277&code=207940&page=1&sm=
0,일침,6.326292869403884,살려,6.326292869403884,만으로,6.326292869403884,돈,5.691168532032104,못,5.283745862484467,-1,003620,"이동걸 ""돈만으로 기업 못 살려""…쌍용차에 일침",https://finance.naver.com/item/news_read.nhn?article_id=0004426558&office_id=008&code=003620&page=2&sm=
0,발간,6.326292869403884,"...""",6.326292869403884,활,6.045245872903275,공헌,6.045245872903275,보고서,5.845839855485682,-1,005930,"삼성전자 2020 '지속가능경영보고서' 발간...""환경, 사회공헌 활...",https://finance.naver.com/item/news_read.nhn?article_id=0004442311&office_id=014&code=005930&page=21&sm=
0,만난,6.806745883322085,로스차일드,6.326292869403884,다시,5.564792858985074,추진,4.803292848566265,매각,4.303848312939339,1,003620,쌍용차 매각 추진…다시 만난 삼성증권·로스차일드,https://finance.naver.com/item/news_read.nhn?article_id=0004668736&office_id=018&code=003620&page=1&sm=
0,셀트리온,5.2363541279894275,헬,5.144651535703873,어,5.144651535703873,스케,5.144651535703873,소식,4.730262504195701,1,068270,셀트리온·셀트리온헬스케어 코로나19 임상 소식에 신고가,https://finance.naver.com/item/news_read.nhn?article_id=0001685027&office_id=016&code=068270&page=11&sm=
0,폰카,6.326292869403884,특허,6.326292869403884,카메라,6.326292869403884,진화,6.326292869403884,움직이는,6.326292869403884,1,005930,폰카의 진화는 어디까지···삼성 '움직이는 6개 카메라' 특허 공개,https://finance.naver.com/item/news_read.nhn?article_id=0003754830&office_id=011&code=005930&page=11&sm=
0,앞두고,6.326292869403884,껑충,5.691168532032104,9,5.691168532032104,급등,5.028858467918577,총,4.803292848566265,1,034730,"SK, SK바이오팜 상장 앞두고 '급등'…시총 9위 껑충",https://finance.naver.com/item/news_read.nhn?article_id=0000538378&office_id=366&code=034730&page=4&sm=
0,`,5.895484840424852,포인트,5.240097769796005,코스피,4.97749073596321,주간,4.884933827649279,마켓,4.884933827649279,1,005930,[마켓포인트]코스피 개인 주간 순매수 1위 `삼성전자`,https://finance.naver.com/item/news_read.nhn?article_id=0004663870&office_id=018&code=005930&page=20&sm=
0,질주,6.806745883322085,조,6.806745883322085,정장,6.806745883322085,없이,6.326292869403884,거침,6.326292869403884,-1,068270,"셀트리온 삼형제, 조정장에도 거침없이 질주",https://finance.naver.com/item/news_read.nhn?article_id=0004698382&office_id=277&code=068270&page=3&sm=
0,`..,5.845839855485682,서,5.283745862484467,프리미엄,5.028858467918577,英,5.028858467918577,잇따라,4.929668521613295,-1,005930,프리미엄 무선청소기 `삼성 제트`..英서 호평 잇따라,https://finance.naver.com/item/news_read.nhn?article_id=0004665147&office_id=018&code=005930&page=13&sm=
0,찾을,6.806745883322085,떠나면,6.806745883322085,13분,6.806745883322085,적자,6.045245872903275,연속,5.845839855485682,1,003620,"13분기 연속 적자 쌍용차··· ""마힌드라 떠나면 새 주인 찾을 수 ...",https://finance.naver.com/item/news_read.nhn?article_id=0003753049&office_id=011&code=003620&page=4&sm=
0,열어,6.806745883322085,농산물,6.806745883322085,상품,6.326292869403884,하이,5.845839855485682,판매,5.457943749881411,1,096770,사회적 기업 상품·농산물 판매…SK이노베이션 '하이마켓' 열어,https://finance.naver.com/item/news_read.nhn?article_id=0004356243&office_id=015&code=096770&page=2&sm=
0,오른다더니,6.326292869403884,에겐,6.326292869403884,애증,6.326292869403884,엔,5.210715518113902,동학,5.210715518113902,-1,005930,이달엔 오른다더니…동학개미에겐 '애증의 삼성전자',https://finance.naver.com/item/news_read.nhn?article_id=0004665763&office_id=018&code=005930&page=8&sm=
0,전체,6.326292869403884,순이익,6.326292869403884,맡아,6.326292869403884,34%,6.326292869403884,지난해,5.845839855485682,1,005930,"""지난해 64개 대기업 전체 순이익 34% 삼성이 도맡아""",https://finance.naver.com/item/news_read.nhn?article_id=0004661860&office_id=018&code=005930&page=26&sm=
0,지각,6.806745883322085,순위,6.326292869403884,변동,6.045245872903275,계열,6.045245872903275,지난해,5.845839855485682,1,005930,삼성그룹주 지난해 시총 회복…계열 순위는 지각변동,https://finance.naver.com/item/news_read.nhn?article_id=0004359841&office_id=015&code=005930&page=19&sm=
0,WM,5.845839855485682,최초,5.564792858985074,업계,5.457943749881411,탁,5.210715518113902,예,5.210715518113902,-1,005930,"삼성證, 업계 최초 WM 예탁자산 200조 돌파",https://finance.naver.com/item/news_read.nhn?article_id=0004695338&office_id=277&code=005930&page=32&sm=
0,사겠다,6.326292869403884,오해,5.845839855485682,안,5.845839855485682,불필요한,5.845839855485682,행,5.691168532032104,-1,005930,"장원기 前 삼성 사장, 중국행 철회… “불필요한 오해 안사겠다”",https://finance.naver.com/item/news_read.nhn?article_id=0004699759&office_id=277&code=005930&page=13&sm=
0,선임,4.929668521613295,위원,4.842912041964704,시위,4.730262504195701,후임,4.696443739462603,이인용,4.696443739462603,1,005930,"삼성 준법감시위, 이인용 후임 위원에 성인희 사장 선임",https://finance.naver.com/item/news_read.nhn?article_id=0004593457&office_id=009&code=005930&page=23&sm=
0,적용,5.365386841567481,가전제품,5.283745862484467,통합,4.97749073596321,나답,4.929668521613295,게,4.929668521613295,1,005930,"삼성전자, 가전제품 통합 슬로건 '이제는 가전을 나답게’ 적용",https://finance.naver.com/item/news_read.nhn?article_id=0004444942&office_id=014&code=005930&page=11&sm=
0,지원,7.067144695225629,쌍용,6.326292869403884,필요,6.045245872903275,완성,6.045245872903275,차,5.845839855485682,1,003620,"은성수 ""쌍용차 협력업체도 지원 가능, 쌍용 완성차 지원은 논의필요""",https://finance.naver.com/item/news_read.nhn?article_id=0004443457&office_id=014&code=003620&page=3&sm=
0,쌍,6.326292869403884,마차,6.326292869403884,④,6.326292869403884,두,6.045245872903275,빅뱅,5.691168532032104,-1,207940,"[제약업 빅뱅]국내제약 쌍두마차된 셀트리온,삼성바이오로직스④",https://finance.naver.com/item/news_read.nhn?article_id=0004665135&office_id=018&code=207940&page=1&sm=
0,원금,6.806745883322085,안되는데,6.806745883322085,보전,6.806745883322085,못마땅한,6.806745883322085,"?""…",6.806745883322085,1,035420,"""원금 보전 안되는데 통장?""… 네이버가 못마땅한 은행들",https://finance.naver.com/item/news_read.nhn?article_id=0000535883&office_id=366&code=035420&page=6&sm=
0,가전,7.3757384374717345,적용,5.365386841567481,통합,4.97749073596321,나답,4.929668521613295,게,4.929668521613295,1,005930,"삼성전자, '이제는 가전을 나답게' 가전 통합 슬로건 적용",https://finance.naver.com/item/news_read.nhn?article_id=0004700261&office_id=277&code=005930&page=11&sm=
0,위로,6.045245872903275,김대성,5.691168532032104,4,5.365386841567481,분석,5.283745862484467,치고,5.210715518113902,-1,068270,"[김대성의 종목분석] 셀트리온, 네이버 제치고 시총 4위로 등극",https://finance.naver.com/item/news_read.nhn?article_id=0002225369&office_id=123&code=068270&page=4&sm=
0,실천,6.326292869403884,책임,6.045245872903275,’…,5.457943749881411,全,5.210715518113902,경영,5.019856937270679,1,005930,"삼성전자, 반도체 全사업장 ‘폐기물 매립 제로’…책임경영 실천",https://finance.naver.com/item/news_read.nhn?article_id=0001685090&office_id=016&code=005930&page=25&sm=
0,치고,5.210715518113902,인텔,4.522245852065658,애플,4.497037722045008,공급망,4.303848312939339,인권,4.2673584574997685,-1,005930,"삼성전자 공급망 인권 관리, 애플·인텔 제치고 글로벌 2위",https://finance.naver.com/item/news_read.nhn?article_id=0004357817&office_id=015&code=005930&page=29&sm=
0,한보,6.806745883322085,트라우마,6.806745883322085,빠진,6.806745883322085,딜레마,6.806745883322085,책임,6.045245872903275,1,003620,대주주 책임론 vs 한보 트라우마… '쌍용차 딜레마'에 빠진 정부,https://finance.naver.com/item/news_read.nhn?article_id=0000539080&office_id=366&code=003620&page=3&sm=
0,않는,6.045245872903275,멈추지,6.045245872903275,겨눈,6.045245872903275,'..,5.845839855485682,굴기,5.691168532032104,-1,005930,멈추지 않는 中 '시스템반도체 굴기'.. 삼성의 '미래비전' 겨눈다,https://finance.naver.com/item/news_read.nhn?article_id=0003753915&office_id=011&code=005930&page=10&sm=
0,폰카,6.326292869403884,특허,6.326292869403884,카메라,6.326292869403884,진화,6.326292869403884,움직이는,6.326292869403884,1,005930,폰카의 진화는 어디까지···삼성 '움직이는 6개 카메라' 특허 공개,https://finance.naver.com/item/news_read.nhn?article_id=0003754830&office_id=011&code=005930&page=7&sm=
0,재미,6.326292869403884,들리더니,6.326292869403884,단단히,6.326292869403884,동학,5.210715518113902,들,5.084339845066873,1,005930,"동학개미들, 삼성전자에 단단히 재미들리더니…",https://finance.naver.com/item/news_read.nhn?article_id=0004597085&office_id=009&code=005930&page=11&sm=
0,열풍,6.806745883322085,풍,6.326292869403884,신,6.045245872903275,집중,5.144651535703873,고수,4.929668521613295,-1,003000,[주식 초고수는 지금]신풍제약·부광약품에 매수 집중...코로나19 열풍...,https://finance.naver.com/item/news_read.nhn?article_id=0003755406&office_id=011&code=003000&page=1&sm=
0,(+,7.3509508583952075,2.2,6.326292869403884,17일,6.045245872903275,0.19%,5.691168532032104,"),",4.548405454000376,1,005930,"17일, 외국인 거래소에서 삼성전자(+0.19%), 삼성SDI(+2.2...",https://finance.naver.com/item/news_read.nhn?article_id=0004362568&office_id=015&code=005930&page=6&sm=
0,움추렸던,6.045245872903275,돌아,6.045245872903275,대장,6.045245872903275,온다,5.365386841567481,보다,5.365386841567481,-1,000660,"움추렸던 대장들이 돌아 온다…""삼성전자 보다 SK하이닉스""",https://finance.naver.com/item/news_read.nhn?article_id=0004423762&office_id=008&code=000660&page=3&sm=
0,동반,5.845839855485682,셀트리온,5.2363541279894275,헬,5.144651535703873,어,5.144651535703873,스케,5.144651535703873,-1,068270,"[특징주] 셀트리온·셀트리온헬스케어, 고성장 기대감에 동반 신고가",https://finance.naver.com/item/news_read.nhn?article_id=0004592223&office_id=009&code=068270&page=12&sm=
0,현대,5.457943749881411,발굴,5.283745862484467,기아차,5.283745862484467,스타트업,4.929668521613295,·,4.664114847702067,-1,051910,"현대·기아차-LG화학, 전기차·배터리 글로벌 스타트업 발굴",https://finance.naver.com/item/news_read.nhn?article_id=0001687976&office_id=016&code=051910&page=1&sm=
0,서,5.283745862484467,프리미엄,5.028858467918577,英,5.028858467918577,호평,4.696443739462603,무선,4.522245852065658,-1,005930,삼성 프리미엄 무선청소기 ‘제트’ 英서 호평,https://finance.naver.com/item/news_read.nhn?article_id=0001687065&office_id=016&code=005930&page=9&sm=
0,확장,6.806745883322085,가상,6.806745883322085,칩,6.045245872903275,중소,5.564792858985074,환경,5.457943749881411,-1,005930,"삼성전자, 중소 팹리스업체 가상 칩 설계환경 지원…""반도체 생태계 확장...",https://finance.naver.com/item/news_read.nhn?article_id=0004701107&office_id=277&code=005930&page=5&sm=
0,반발,6.326292869403884,늘린,6.326292869403884,앱,6.045245872903275,갤럭시,6.045245872903275,폰,5.691168532032104,-1,005930,갤럭시폰 기본앱에 광고 늘린 삼성…소비자 '반발',https://finance.naver.com/item/news_read.nhn?article_id=0004357274&office_id=015&code=005930&page=31&sm=
0,14.75%,6.806745883322085,폭,5.845839855485682,확대,5.210715518113902,+,5.210715518113902,모나미,5.028858467918577,1,005360,"모나미, +14.75% 상승폭 확대",https://finance.naver.com/item/news_read.nhn?article_id=0000533574&office_id=366&code=005360&page=1&sm=
